customer_id,customer_name,gender,city,phone,email,signup_date
6107,Kritika Rao,F,Hyderabad,8579366921,kritika@example.com,2022-02-20
6108,Tarun Shah,M,Chennai,9248876608,tarun@example.com,2024-01-06
6109,Arjun Sharma,M,Bangalore,7318072959,arjun@example.com,2025-02-14
6110,Sachin Tiwari,F,Kolkata,7738973885,sachin@example.com,2023-07-13
6111,Arjun Tiwari,M,Kolkata,8533290754,arjun@example.com,2025-03-27
6112,Swathi Mehta,F,Bangalore,7542496058,swathi@example.com,2023-03-08
6113,Sunita Tiwari,M,Chennai,7562178494,sunita@example.com,2025-03-08
6114,Kritika Patel,M,Hyderabad,8223062351,kritika@example.com,2022-12-16
6115,Arjun Shah,M,Pune,9814492156,arjun@example.com,2022-08-29
6116,Sachin Patel,M,Pune,9195195450,sachin@example.com,2025-02-21
6117,Rajan Patel,M,Hyderabad,9962148334,rajan@example.com,2022-10-22
6118,Sunita Patel,F,Bangalore,8999128840,sunita@example.com,2022-12-29
6119,Sachin Sharma,M,Pune,8050455641,sachin@example.com,2025-08-23
6120,Sachin Tiwari,F,Bangalore,8779573408,sachin@example.com,2026-03-24
6121,Sunita Tiwari,F,Chennai,8695559520,sunita@example.com,2022-12-04
6122,Vandana Shah,F,Pune,7822474934,vandana@example.com,2026-02-23
6123,Sachin Tiwari,F,Bangalore,8532561124,sachin@example.com,2024-11-26
6124,Vandana Tiwari,M,Mumbai,8931787865,vandana@example.com,2023-12-16
6125,Manasa Tiwari,F,Delhi,7921135037,manasa@example.com,2026-03-01
6126,Arjun Sharma,F,Bangalore,9003536027,arjun@example.com,2026-01-09
6127,Arjun Rao,F,Hyderabad,7142418112,arjun@example.com,2024-01-29
6128,Kritika Mehta,M,Hyderabad,8353133812,kritika@example.com,2023-07-15
6129,Rajan Kaur,M,Chennai,7820805048,rajan@example.com,2022-07-23
6130,Rajan Rao,M,Chennai,8541906614,rajan@example.com,2022-03-15
6131,Sachin Rao,M,Hyderabad,8517270789,sachin@example.com,2024-09-09
6132,Swathi Mehta,M,Hyderabad,7576711079,swathi@example.com,2025-01-11
6133,Arjun Pandey,F,Delhi,8593532127,arjun@example.com,2024-02-18
6134,Usha Patel,M,Delhi,8343076602,usha@example.com,2025-02-14
6135,Vandana Rao,F,Hyderabad,9010237792,vandana@example.com,2025-09-14
6136,Sunita Pandey,F,Mumbai,9289136282,sunita@example.com,2024-11-30
6137,Swathi Kaur,F,Bangalore,8636511674,swathi@example.com,2023-01-25
6138,Swathi Sharma,M,Mumbai,8311607752,swathi@example.com,2025-04-21
6139,Sunita Shah,M,Mumbai,7935572084,sunita@example.com,2025-03-27
6140,Swathi Sharma,M,Mumbai,7399034197,swathi@example.com,2022-07-23
6141,Vandana Patel,F,Pune,7881210084,vandana@example.com,2023-07-19
6142,Manasa Sharma,M,Pune,9279428923,manasa@example.com,2025-04-03
6143,Kritika Tiwari,F,Delhi,7967078521,kritika@example.com,2024-04-20
6144,Tarun Sharma,M,Mumbai,7932371978,tarun@example.com,2025-06-20
6145,Kritika Sharma,F,Pune,8182913308,kritika@example.com,2025-12-18
6146,Arjun Rao,F,Hyderabad,9951696133,arjun@example.com,2024-01-23
6147,Kritika Patel,F,Mumbai,7793631788,kritika@example.com,2022-02-17
6148,Arjun Rao,F,Pune,8720705283,arjun@example.com,2024-06-04
6149,Rajan Patel,F,Kolkata,9487154536,rajan@example.com,2026-02-17
6150,Arjun Tiwari,M,Mumbai,8241044317,arjun@example.com,2026-02-28
6151,Rajan Patel,F,Delhi,7130123663,rajan@example.com,2025-02-21
6152,Usha Kaur,M,Delhi,8610650134,usha@example.com,2022-08-31
6153,Tarun Kaur,F,Bangalore,7623654459,tarun@example.com,2025-01-08
6154,Usha Mehta,M,Delhi,8603807508,usha@example.com,2025-05-26
6155,Vandana Kaur,M,Mumbai,7127203734,vandana@example.com,2023-08-18
6156,Swathi Kaur,M,Delhi,9475297627,swathi@example.com,2022-02-23
6157,Usha Mehta,M,Bangalore,7901602984,usha@example.com,2022-04-20
6158,Rajan Pandey,F,Chennai,8960089474,rajan@example.com,2024-02-23
6159,Sachin Patel,M,Pune,7295094805,sachin@example.com,2025-02-21
6160,Tarun Tiwari,M,Bangalore,9248437294,tarun@example.com,2025-08-12
6161,Kritika Mehta,M,Hyderabad,9322249815,kritika@example.com,2023-10-09
6162,Rajan Sharma,M,Bangalore,8240666694,rajan@example.com,2023-12-29
6163,Tarun Kaur,M,Delhi,9958263418,tarun@example.com,2024-11-27
6164,Sunita Mehta,F,Kolkata,8211239791,sunita@example.com,2022-09-24
6165,Sunita Kaur,F,Kolkata,9753891667,sunita@example.com,2023-02-01
6166,Sunita Sharma,F,Chennai,8965343839,sunita@example.com,2025-09-06
6167,Sunita Pandey,M,Bangalore,8546570017,sunita@example.com,2023-04-10
6168,Usha Kaur,F,Chennai,9975924431,usha@example.com,2023-12-04
6169,Usha Pandey,M,Kolkata,7212823853,usha@example.com,2025-04-28
6170,Swathi Rao,M,Pune,9333590163,swathi@example.com,2026-03-19
6171,Swathi Mehta,M,Kolkata,8141916017,swathi@example.com,2024-02-25
6172,Rajan Tiwari,F,Pune,7865812815,rajan@example.com,2023-01-20
6173,Manasa Rao,F,Mumbai,9047290101,manasa@example.com,2025-04-15
6174,Sunita Patel,M,Bangalore,8802789253,sunita@example.com,2023-09-16
6175,Rajan Patel,F,Hyderabad,9123256074,rajan@example.com,2024-02-09
6176,Kritika Mehta,F,Kolkata,7871041545,kritika@example.com,2025-06-07
6177,Manasa Kaur,M,Bangalore,9344467509,manasa@example.com,2025-04-20
6178,Vandana Mehta,F,Pune,9029560783,vandana@example.com,2023-04-02
6179,Vandana Sharma,M,Kolkata,8456319353,vandana@example.com,2026-01-01
6180,Sachin Tiwari,M,Hyderabad,9296063686,sachin@example.com,2025-01-09
6181,Usha Patel,M,Chennai,8719709051,usha@example.com,2024-08-25
6182,Sunita Mehta,M,Mumbai,8265539407,sunita@example.com,2024-07-05
6183,Vandana Sharma,F,Bangalore,7629268879,vandana@example.com,2022-03-07
6184,Sunita Sharma,M,Delhi,7366261953,sunita@example.com,2024-04-13
6185,Sunita Mehta,F,Bangalore,8075881922,sunita@example.com,2024-07-01
6186,Vandana Pandey,M,Chennai,9219890239,vandana@example.com,2025-07-18
6187,Tarun Patel,M,Chennai,9680113668,tarun@example.com,2025-10-26
6188,Sunita Tiwari,F,Kolkata,8944068496,sunita@example.com,2025-02-27
6189,Kritika Mehta,F,Kolkata,7010352356,kritika@example.com,2023-08-26
6190,Manasa Mehta,M,Pune,8561683353,manasa@example.com,2025-08-30
6191,Vandana Sharma,M,Chennai,7104886033,vandana@example.com,2024-05-02
6192,Arjun Sharma,F,Chennai,9785311798,arjun@example.com,2022-05-20
6193,Sunita Patel,M,Hyderabad,9181909177,sunita@example.com,2024-03-31
6194,Tarun Kaur,F,Mumbai,8218478315,tarun@example.com,2025-09-25
6195,Swathi Rao,F,Kolkata,9324287798,swathi@example.com,2026-03-03
6196,Arjun Rao,F,Mumbai,8640077899,arjun@example.com,2024-06-27
6197,Tarun Mehta,F,Bangalore,7960826296,tarun@example.com,2026-01-15
6198,Kritika Tiwari,F,Chennai,9408360725,kritika@example.com,2024-03-19
6199,Manasa Patel,M,Bangalore,9145212775,manasa@example.com,2023-05-23
6200,Usha Kaur,M,Kolkata,7074513218,usha@example.com,2025-12-08
6201,Rajan Patel,F,Delhi,9893751255,rajan@example.com,2023-04-25
6202,Arjun Kaur,M,Delhi,9750881410,arjun@example.com,2023-10-07
6203,Usha Rao,F,Hyderabad,9623557859,usha@example.com,2022-05-31
6204,Sunita Shah,F,Chennai,8036564111,sunita@example.com,2023-10-22
6205,Tarun Mehta,M,Delhi,8456326271,tarun@example.com,2022-12-15
6206,Tarun Sharma,M,Pune,8545989910,tarun@example.com,2022-01-08
6207,Arjun Mehta,F,Bangalore,7175431802,arjun@example.com,2023-07-31
6208,Kritika Rao,M,Delhi,9527655734,kritika@example.com,2024-09-13
6209,Vandana Patel,M,Bangalore,8549576512,vandana@example.com,2022-06-10
6210,Rajan Sharma,M,Hyderabad,8212320553,rajan@example.com,2022-03-05
6211,Manasa Mehta,F,Bangalore,9029671238,manasa@example.com,2024-03-10
6212,Tarun Kaur,F,Mumbai,7218546980,tarun@example.com,2023-12-15
6213,Tarun Pandey,F,Hyderabad,9591995898,tarun@example.com,2026-01-16
6214,Swathi Pandey,M,Delhi,7738877475,swathi@example.com,2023-06-27
6215,Swathi Patel,F,Hyderabad,9052714456,swathi@example.com,2022-04-14
6216,Kritika Shah,M,Pune,9205892694,kritika@example.com,2025-04-09
6217,Sachin Shah,F,Pune,7908282938,sachin@example.com,2024-03-01
6218,Arjun Pandey,F,Kolkata,9327502838,arjun@example.com,2023-04-23
6219,Usha Shah,M,Pune,9218642889,usha@example.com,2022-05-10
6220,Vandana Shah,F,Chennai,9878138288,vandana@example.com,2025-06-14
6221,Rajan Kaur,F,Kolkata,8462089732,rajan@example.com,2025-04-26
6222,Vandana Sharma,F,Bangalore,8287777101,vandana@example.com,2024-08-25
6223,Kritika Mehta,M,Hyderabad,7975254754,kritika@example.com,2026-03-14
6224,Sachin Sharma,F,Kolkata,9320414359,sachin@example.com,2022-07-24
6225,Kritika Mehta,M,Bangalore,9753476415,kritika@example.com,2025-02-18
6226,Rajan Rao,F,Pune,7043841195,rajan@example.com,2024-05-23
6227,Tarun Kaur,F,Delhi,9800305702,tarun@example.com,2025-08-08
6228,Arjun Patel,M,Mumbai,7334787575,arjun@example.com,2022-08-09
6229,Arjun Kaur,F,Kolkata,7097385899,arjun@example.com,2023-08-27
6230,Tarun Sharma,F,Pune,8242346323,tarun@example.com,2022-04-10
6231,Usha Sharma,F,Chennai,7140059747,usha@example.com,2023-07-20
6232,Manasa Mehta,F,Pune,8851011900,manasa@example.com,2025-05-05
6233,Sunita Shah,F,Mumbai,9521464859,sunita@example.com,2025-05-10
6234,Vandana Shah,F,Kolkata,8380595544,vandana@example.com,2024-04-24
6235,Kritika Kaur,M,Pune,8014587823,kritika@example.com,2023-11-13
6236,Tarun Sharma,F,Chennai,9534572720,tarun@example.com,2024-04-15
6237,Sunita Sharma,F,Delhi,8857341186,sunita@example.com,2022-07-15
6238,Vandana Kaur,F,Mumbai,9828833663,vandana@example.com,2025-04-06
6239,Sunita Sharma,F,Mumbai,7822921042,sunita@example.com,2023-08-28
6240,Sunita Mehta,F,Bangalore,7323269381,sunita@example.com,2025-10-14
6241,Kritika Sharma,M,Hyderabad,7631023822,kritika@example.com,2023-01-10
6242,Swathi Pandey,M,Pune,9563706626,swathi@example.com,2025-10-24
6243,Usha Mehta,M,Delhi,8729734461,usha@example.com,2024-08-07
6244,Arjun Rao,M,Delhi,9386685413,arjun@example.com,2022-09-06
6245,Arjun Kaur,M,Hyderabad,8436081044,arjun@example.com,2026-02-11
6246,Kritika Rao,M,Mumbai,8833135512,kritika@example.com,2024-03-01
6247,Sachin Rao,M,Delhi,8732836615,sachin@example.com,2026-03-19
6248,Sachin Tiwari,M,Chennai,8114047642,sachin@example.com,2024-02-06
6249,Kritika Kaur,F,Bangalore,8476681474,kritika@example.com,2023-04-19
6250,Vandana Sharma,M,Bangalore,7183761920,vandana@example.com,2022-11-05
6251,Vandana Pandey,M,Chennai,8524316001,vandana@example.com,2025-07-12
6252,Sachin Tiwari,F,Kolkata,9076007980,sachin@example.com,2022-02-07
6253,Rajan Kaur,F,Mumbai,8833861139,rajan@example.com,2022-11-19
6254,Vandana Pandey,M,Pune,7817879614,vandana@example.com,2024-12-30
6255,Arjun Rao,M,Pune,7107003769,arjun@example.com,2023-10-25
6256,Kritika Mehta,F,Pune,7049527348,kritika@example.com,2025-09-13
6257,Sunita Rao,F,Hyderabad,9437294371,sunita@example.com,2023-11-05
6258,Manasa Patel,M,Kolkata,8464078744,manasa@example.com,2024-08-01
6259,Sunita Shah,M,Kolkata,8128915382,sunita@example.com,2022-04-12
6260,Sunita Kaur,F,Hyderabad,9670934788,sunita@example.com,2022-04-25
6261,Sunita Tiwari,M,Bangalore,7989018728,sunita@example.com,2025-09-24
6262,Usha Shah,M,Mumbai,9467568413,usha@example.com,2024-11-06
6263,Swathi Sharma,M,Hyderabad,8174592846,swathi@example.com,2024-01-14
6264,Sunita Shah,M,Kolkata,8783312950,sunita@example.com,2024-12-14
6265,Kritika Kaur,F,Hyderabad,7515091386,kritika@example.com,2022-07-05
6266,Sunita Tiwari,M,Chennai,7995877749,sunita@example.com,2026-03-07
6267,Sachin Tiwari,F,Mumbai,7424000740,sachin@example.com,2025-05-15
6268,Vandana Rao,M,Pune,9915966860,vandana@example.com,2022-04-04
6269,Manasa Kaur,M,Chennai,8987401247,manasa@example.com,2023-05-04
6270,Sachin Kaur,F,Kolkata,7446591428,sachin@example.com,2025-05-26
6271,Vandana Patel,F,Hyderabad,8757341094,vandana@example.com,2025-12-17
6272,Rajan Patel,F,Mumbai,9193240560,rajan@example.com,2023-01-25
6273,Manasa Shah,M,Mumbai,9040061083,manasa@example.com,2024-04-19
6274,Arjun Mehta,M,Kolkata,8897463084,arjun@example.com,2023-02-20
6275,Sachin Rao,M,Pune,7781811193,sachin@example.com,2026-01-29
6276,Sachin Pandey,M,Delhi,7201529770,sachin@example.com,2025-12-28
6277,Sunita Kaur,M,Chennai,9534519929,sunita@example.com,2025-07-20
6278,Sachin Tiwari,M,Kolkata,9699077062,sachin@example.com,2023-05-18
6279,Usha Shah,F,Chennai,7876619684,usha@example.com,2023-08-06
6280,Usha Shah,F,Chennai,9851994957,usha@example.com,2024-11-27
6281,Sunita Tiwari,M,Mumbai,9377116885,sunita@example.com,2024-08-28
6282,Manasa Pandey,F,Chennai,7120626312,manasa@example.com,2022-01-24
6283,Sunita Sharma,F,Kolkata,9982138486,sunita@example.com,2023-04-28
6284,Sunita Shah,F,Hyderabad,9368185352,sunita@example.com,2023-11-23
6285,Tarun Shah,F,Chennai,7751021696,tarun@example.com,2022-04-13
6286,Vandana Sharma,M,Bangalore,9643711234,vandana@example.com,2025-01-09
6287,Usha Sharma,M,Delhi,9935705692,usha@example.com,2026-03-19
6288,Arjun Mehta,M,Pune,7935206311,arjun@example.com,2024-05-16
6289,Usha Shah,F,Pune,9915523825,usha@example.com,2022-12-29
6290,Sunita Kaur,M,Pune,7879369974,sunita@example.com,2025-01-25
6291,Manasa Rao,F,Pune,8416938009,manasa@example.com,2025-06-17
6292,Swathi Rao,M,Mumbai,8091963670,swathi@example.com,2025-12-16
6293,Sachin Patel,M,Bangalore,8864730824,sachin@example.com,2022-03-22
6294,Manasa Tiwari,M,Delhi,9909550845,manasa@example.com,2023-11-16
6295,Kritika Patel,M,Kolkata,7751731338,kritika@example.com,2025-03-27
6296,Arjun Patel,F,Hyderabad,8521392626,arjun@example.com,2025-08-13
6297,Rajan Shah,M,Chennai,8648683958,rajan@example.com,2023-09-10
6298,Tarun Rao,F,Mumbai,9568451043,tarun@example.com,2023-02-10
6299,Arjun Shah,M,Mumbai,9953662804,arjun@example.com,2022-04-19
6300,Vandana Tiwari,M,Chennai,7035191543,vandana@example.com,2025-04-09
6301,Arjun Rao,F,Delhi,7492326228,arjun@example.com,2024-12-28
6302,Swathi Shah,M,Delhi,8035231457,swathi@example.com,2024-10-14
6303,Swathi Kaur,F,Mumbai,8980000075,swathi@example.com,2025-07-11
6304,Sunita Rao,M,Chennai,9767750296,sunita@example.com,2025-11-23
6305,Tarun Sharma,M,Chennai,8307710761,tarun@example.com,2023-08-17
6306,Usha Rao,F,Pune,9973021039,usha@example.com,2024-04-04
6307,Tarun Patel,F,Mumbai,7223664013,tarun@example.com,2025-01-24
6308,Usha Sharma,F,Delhi,7059907784,usha@example.com,2024-06-28
6309,Arjun Patel,F,Mumbai,7585183789,arjun@example.com,2024-02-22
6310,Rajan Pandey,F,Chennai,9940554466,rajan@example.com,2025-06-13
6311,Arjun Rao,F,Bangalore,9866957313,arjun@example.com,2023-01-24
6312,Sachin Kaur,F,Hyderabad,8011690795,sachin@example.com,2024-11-09
6313,Vandana Rao,F,Pune,7037726644,vandana@example.com,2022-01-05
6314,Vandana Rao,M,Pune,8333832578,vandana@example.com,2023-12-10
6315,Kritika Pandey,M,Mumbai,7110392840,kritika@example.com,2024-05-30
6316,Rajan Shah,F,Mumbai,7201765642,rajan@example.com,2025-05-10
6317,Swathi Mehta,M,Kolkata,7362463686,swathi@example.com,2024-11-01
6318,Kritika Pandey,F,Hyderabad,7651953501,kritika@example.com,2024-07-05
6319,Sachin Kaur,F,Chennai,9020208657,sachin@example.com,2023-08-16
6320,Tarun Kaur,M,Bangalore,9661605354,tarun@example.com,2024-05-03
6321,Manasa Shah,F,Chennai,8068283093,manasa@example.com,2023-07-11
6322,Vandana Rao,F,Delhi,8983724128,vandana@example.com,2024-04-12
6323,Arjun Patel,M,Delhi,8216066093,arjun@example.com,2022-05-25
6324,Arjun Sharma,M,Delhi,7542629438,arjun@example.com,2025-06-18
6325,Swathi Tiwari,F,Delhi,9725443480,swathi@example.com,2023-05-06
6326,Sunita Kaur,F,Hyderabad,7283235461,sunita@example.com,2025-01-30
6327,Sachin Patel,F,Delhi,7783651342,sachin@example.com,2022-10-15
6328,Swathi Mehta,F,Hyderabad,7579496322,swathi@example.com,2025-09-23
6329,Kritika Rao,M,Delhi,9008924460,kritika@example.com,2024-10-17
6330,Usha Tiwari,F,Delhi,7543809201,usha@example.com,2022-01-15
6331,Tarun Pandey,M,Delhi,7287751646,tarun@example.com,2022-09-12
6332,Arjun Tiwari,M,Bangalore,7834891401,arjun@example.com,2023-12-24
6333,Swathi Tiwari,F,Bangalore,8570897156,swathi@example.com,2025-11-23
6334,Rajan Patel,F,Chennai,8635800251,rajan@example.com,2023-07-04
6335,Usha Tiwari,F,Bangalore,7584774884,usha@example.com,2022-03-28
6336,Swathi Shah,M,Mumbai,9944020113,swathi@example.com,2025-06-03
6337,Sunita Kaur,M,Pune,8581125533,sunita@example.com,2025-06-01
6338,Sachin Sharma,F,Pune,7152337073,sachin@example.com,2024-08-11
6339,Swathi Tiwari,M,Kolkata,9543874142,swathi@example.com,2022-07-01
6340,Usha Patel,M,Hyderabad,7568999748,usha@example.com,2024-07-17
6341,Arjun Sharma,M,Pune,9982742243,arjun@example.com,2022-07-21
6342,Manasa Patel,F,Chennai,7315635849,manasa@example.com,2025-04-11
6343,Arjun Rao,M,Delhi,8508503327,arjun@example.com,2023-07-22
6344,Sunita Patel,F,Kolkata,9353693105,sunita@example.com,2025-07-14
6345,Sunita Rao,M,Mumbai,8337238390,sunita@example.com,2024-10-07
6346,Sachin Rao,F,Delhi,8896762718,sachin@example.com,2025-11-05
6347,Sunita Shah,F,Mumbai,8844181113,sunita@example.com,2024-09-11
6348,Arjun Shah,M,Pune,9610415626,arjun@example.com,2023-01-25
6349,Sachin Mehta,M,Mumbai,7615577744,sachin@example.com,2022-11-03
6350,Sachin Mehta,M,Bangalore,7740763660,sachin@example.com,2025-08-08
6351,Sunita Tiwari,M,Bangalore,9083021123,sunita@example.com,2026-01-03
6352,Arjun Kaur,F,Chennai,7283732416,arjun@example.com,2022-11-17
6353,Sachin Shah,F,Mumbai,7234451536,sachin@example.com,2023-09-05
6354,Usha Tiwari,M,Hyderabad,8396069407,usha@example.com,2022-05-17
6355,Arjun Sharma,M,Hyderabad,7563068278,arjun@example.com,2024-09-30
6356,Manasa Sharma,F,Delhi,9222870542,manasa@example.com,2022-01-15
